Sample Index,Timestamp,Human Readable Time,Packet Index,Amplitude
88,1750583533.088,2025-06-22 11:12:13.088000,0,0.5877854228019714
89,1750583533.089,2025-06-22 11:12:13.089000,0,0.3090170621871948
90,1750583533.09,2025-06-22 11:12:13.090000,0,-1.97889789887995e-06
91,1750583533.091,2025-06-22 11:12:13.091000,0,-0.3090171813964844
92,1750583533.092,2025-06-22 11:12:13.092000,0,-0.587785542011261
93,1750583533.093,2025-06-22 11:12:13.093000,0,-0.8090172410011292
94,1750583533.094,2025-06-22 11:12:13.094000,0,-0.9510561227798462
95,1750583533.095,2025-06-22 11:12:13.095000,0,-1.0
96,1750583533.096,2025-06-22 11:12:13.096000,0,-0.9510562419891357
97,1750583533.097,2025-06-22 11:12:13.097000,0,-0.8090164065361023
98,1750583533.098,2025-06-22 11:12:13.098000,0,-0.5877858996391296
99,1750583533.099,2025-06-22 11:12:13.099000,0,-0.3090176582336426
100,1750583533.1,2025-06-22 11:12:13.100000,0,1.351064952359593e-06
101,1750583533.101,2025-06-22 11:12:13.101000,0,0.30901840329170227
102,1750583533.102,2025-06-22 11:12:13.102000,0,0.5877834558486938
103,1750583533.103,2025-06-22 11:12:13.103000,0,0.8090180158615112
104,1750583533.104,2025-06-22 11:12:13.104000,0,0.9510570764541626
105,1750583533.105,2025-06-22 11:12:13.105000,0,1.0
106,1750583533.106,2025-06-22 11:12:13.106000,0,0.9510570764541626
107,1750583533.107,2025-06-22 11:12:13.107000,0,0.8090178966522217
108,1750583533.108,2025-06-22 11:12:13.108000,0,0.5877833366394043
109,1750583533.109,2025-06-22 11:12:13.109000,0,0.30901825428009033
110,1750583533.11,2025-06-22 11:12:13.110000,0,1.184116626973264e-06
111,1750583533.111,2025-06-22 11:12:13.111000,0,-0.30901598930358887
112,1750583533.112,2025-06-22 11:12:13.112000,0,-0.5877875685691833
113,1750583533.113,2025-06-22 11:12:13.113000,0,-0.8090165257453918
114,1750583533.114,2025-06-22 11:12:13.114000,0,-0.9510563015937805
115,1750583533.115,2025-06-22 11:12:13.115000,0,-1.0
116,1750583533.116,2025-06-22 11:12:13.116000,0,-0.9510566592216492
117,1750583533.117,2025-06-22 11:12:13.117000,0,-0.8090171217918396
118,1750583533.118,2025-06-22 11:12:13.118000,0,-0.5877853631973267
119,1750583533.119,2025-06-22 11:12:13.119000,0,-0.30901703238487244
120,1750583533.12,2025-06-22 11:12:13.120000,0,9.539904510802444e-08
121,1750583533.121,2025-06-22 11:12:13.121000,0,0.30901721119880676
122,1750583533.122,2025-06-22 11:12:13.122000,0,0.587785542011261
123,1750583533.123,2025-06-22 11:12:13.123000,0,0.8090173006057739
124,1750583533.124,2025-06-22 11:12:13.124000,0,0.951056718826294
125,1750583533.125,2025-06-22 11:12:13.125000,0,1.0
126,1750583533.126,2025-06-22 11:12:13.126000,0,0.9510562419891357
127,1750583533.127,2025-06-22 11:12:13.127000,0,0.8090164065361023
128,1750583533.128,2025-06-22 11:12:13.128000,0,0.5877843499183655
129,1750583533.129,2025-06-22 11:12:13.129000,0,0.30901944637298584
130,1750583533.13,2025-06-22 11:12:13.130000,0,2.4397825200139778e-06
131,1750583533.131,2025-06-22 11:12:13.131000,0,-0.30901479721069336
132,1750583533.132,2025-06-22 11:12:13.132000,0,-0.5877865552902222
133,1750583533.133,2025-06-22 11:12:13.133000,0,-0.8090180158615112
134,1750583533.134,2025-06-22 11:12:13.134000,0,-0.9510570764541626
135,1750583533.135,2025-06-22 11:12:13.135000,0,-1.0
136,1750583533.136,2025-06-22 11:12:13.136000,0,-0.9510558843612671
137,1750583533.137,2025-06-22 11:12:13.137000,0,-0.8090179562568665
138,1750583533.138,2025-06-22 11:12:13.138000,0,-0.5877863764762878
139,1750583533.139,2025-06-22 11:12:13.139000,0,-0.30901822447776794
140,1750583533.14,2025-06-22 11:12:13.140000,0,-1.1602668337218347e-06
141,1750583533.141,2025-06-22 11:12:13.141000,0,0.30901601910591125
142,1750583533.142,2025-06-22 11:12:13.142000,0,0.5877876281738281
143,1750583533.143,2025-06-22 11:12:13.143000,0,0.8090187907218933
144,1750583533.144,2025-06-22 11:12:13.144000,0,0.9510563015937805
145,1750583533.145,2025-06-22 11:12:13.145000,0,1.0
146,1750583533.146,2025-06-22 11:12:13.146000,0,0.9510565996170044
147,1750583533.147,2025-06-22 11:12:13.147000,0,0.8090171217918396
148,1750583533.148,2025-06-22 11:12:13.148000,0,0.5877853631973267
149,1750583533.149,2025-06-22 11:12:13.149000,0,0.30901700258255005
150,1750583533.15,2025-06-22 11:12:13.150000,0,-1.1924880993774423e-07
151,1750583533.151,2025-06-22 11:12:13.151000,0,-0.30901360511779785
152,1750583533.152,2025-06-22 11:12:13.152000,0,-0.5877824425697327
153,1750583533.153,2025-06-22 11:12:13.153000,0,-0.8090173006057739
154,1750583533.154,2025-06-22 11:12:13.154000,0,-0.951056718826294
155,1750583533.155,2025-06-22 11:12:13.155000,0,-1.0
156,1750583533.156,2025-06-22 11:12:13.156000,0,-0.9510562419891357
157,1750583533.157,2025-06-22 11:12:13.157000,0,-0.8090164065361023
158,1750583533.158,2025-06-22 11:12:13.158000,0,-0.5877843499183655
159,1750583533.159,2025-06-22 11:12:13.159000,0,-0.30901941657066345
160,1750583533.16,2025-06-22 11:12:13.160000,0,-2.4159328404493863e-06
161,1750583533.161,2025-06-22 11:12:13.161000,0,0.30901482701301575
162,1750583533.162,2025-06-22 11:12:13.162000,0,0.5877866148948669
163,1750583533.163,2025-06-22 11:12:13.163000,0,0.8090180158615112
164,1750583533.164,2025-06-22 11:12:13.164000,0,0.9510570764541626
165,1750583533.165,2025-06-22 11:12:13.165000,0,1.0
166,1750583533.166,2025-06-22 11:12:13.166000,0,0.9510570764541626
167,1750583533.167,2025-06-22 11:12:13.167000,0,0.8090178966522217
168,1750583533.168,2025-06-22 11:12:13.168000,0,0.5877863764762878
169,1750583533.169,2025-06-22 11:12:13.169000,0,0.30901819467544556
170,1750583533.17,2025-06-22 11:12:13.170000,0,1.1364171541572432e-06
171,1750583533.171,2025-06-22 11:12:13.171000,0,-0.30901965498924255
172,1750583533.172,2025-06-22 11:12:13.172000,0,-0.5877876281738281
173,1750583533.173,2025-06-22 11:12:13.173000,0,-0.8090165257453918
174,1750583533.174,2025-06-22 11:12:13.174000,0,-0.9510563611984253
175,1750583533.175,2025-06-22 11:12:13.175000,0,-1.0
176,1750583533.176,2025-06-22 11:12:13.176000,0,-0.9510565996170044
177,1750583533.177,2025-06-22 11:12:13.177000,0,-0.8090171217918396
178,1750583533.178,2025-06-22 11:12:13.178000,0,-0.5877853631973267
179,1750583533.179,2025-06-22 11:12:13.179000,0,-0.30901697278022766
180,1750583533.18,2025-06-22 11:12:13.180000,0,3.9577957977599e-06
181,1750583533.181,2025-06-22 11:12:13.181000,0,0.30901363492012024
182,1750583533.182,2025-06-22 11:12:13.182000,0,0.5877856016159058
183,1750583533.183,2025-06-22 11:12:13.183000,0,0.8090173006057739
184,1750583533.184,2025-06-22 11:12:13.184000,0,0.951056718826294
185,1750583533.185,2025-06-22 11:12:13.185000,0,1.0
186,1750583533.186,2025-06-22 11:12:13.186000,0,0.9510562419891357
187,1750583533.187,2025-06-22 11:12:13.187000,0,0.8090164065361023
188,1750583533.188,2025-06-22 11:12:13.188000,0,0.587787389755249
189,1750583533.189,2025-06-22 11:12:13.189000,0,0.30901938676834106
190,1750583533.19,2025-06-22 11:12:13.190000,0,2.3920829335111193e-06
191,1750583533.191,2025-06-22 11:12:13.191000,0,-0.30901846289634705
192,1750583533.192,2025-06-22 11:12:13.192000,0,-0.5877866148948669
193,1750583533.193,2025-06-22 11:12:13.193000,0,-0.809018075466156
194,1750583533.194,2025-06-22 11:12:13.194000,0,-0.9510571360588074
195,1750583533.195,2025-06-22 11:12:13.195000,0,-1.0
196,1750583533.196,2025-06-22 11:12:13.196000,0,-0.9510570168495178
197,1750583533.197,2025-06-22 11:12:13.197000,0,-0.8090178370475769
198,1750583533.198,2025-06-22 11:12:13.198000,0,-0.5877863764762878
199,1750583533.199,2025-06-22 11:12:13.199000,0,-0.30901816487312317
200,1750583533.2,2025-06-22 11:12:13.200000,0,2.702129904719186e-06
201,1750583533.201,2025-06-22 11:12:13.201000,0,0.30901968479156494
202,1750583533.202,2025-06-22 11:12:13.202000,0,0.5877876281738281
203,1750583533.203,2025-06-22 11:12:13.203000,0,0.8090165853500366
204,1750583533.204,2025-06-22 11:12:13.204000,0,0.9510551691055298
205,1750583533.205,2025-06-22 11:12:13.205000,0,1.0
206,1750583533.206,2025-06-22 11:12:13.206000,0,0.9510554671287537
207,1750583533.207,2025-06-22 11:12:13.207000,0,0.8090171217918396
208,1750583533.208,2025-06-22 11:12:13.208000,0,0.5877822637557983
209,1750583533.209,2025-06-22 11:12:13.209000,0,0.3090169429779053
210,1750583533.21,2025-06-22 11:12:13.210000,0,3.647748826551833e-06
211,1750583533.211,2025-06-22 11:12:13.211000,0,-0.30901727080345154
212,1750583533.212,2025-06-22 11:12:13.212000,0,-0.5877825021743774
213,1750583533.213,2025-06-22 11:12:13.213000,0,-0.8090173602104187
214,1750583533.214,2025-06-22 11:12:13.214000,0,-0.9510555267333984
215,1750583533.215,2025-06-22 11:12:13.215000,0,-1.0
216,1750583533.216,2025-06-22 11:12:13.216000,0,-0.9510550498962402
217,1750583533.217,2025-06-22 11:12:13.217000,0,-0.8090163469314575
218,1750583533.218,2025-06-22 11:12:13.218000,0,-0.587787389755249
219,1750583533.219,2025-06-22 11:12:13.219000,0,-0.30901575088500977
220,1750583533.22,2025-06-22 11:12:13.220000,0,-2.368233253946528e-06
221,1750583533.221,2025-06-22 11:12:13.221000,0,0.30901849269866943
222,1750583533.222,2025-06-22 11:12:13.222000,0,0.5877835154533386
223,1750583533.223,2025-06-22 11:12:13.223000,0,0.809018075466156
224,1750583533.224,2025-06-22 11:12:13.224000,0,0.9510583281517029
225,1750583533.225,2025-06-22 11:12:13.225000,0,1.0
226,1750583533.226,2025-06-22 11:12:13.226000,0,0.9510570168495178
227,1750583533.227,2025-06-22 11:12:13.227000,0,0.8090155720710754
228,1750583533.228,2025-06-22 11:12:13.228000,0,0.5877863168716431
229,1750583533.229,2025-06-22 11:12:13.229000,0,0.30901452898979187
230,1750583533.23,2025-06-22 11:12:13.230000,0,1.0887175676543848e-06
231,1750583533.231,2025-06-22 11:12:13.231000,0,-0.30901971459388733
232,1750583533.232,2025-06-22 11:12:13.232000,0,-0.5877845883369446
233,1750583533.233,2025-06-22 11:12:13.233000,0,-0.8090143203735352
234,1750583533.234,2025-06-22 11:12:13.234000,0,-0.9510563611984253
235,1750583533.235,2025-06-22 11:12:13.235000,0,-1.0
236,1750583533.236,2025-06-22 11:12:13.236000,0,-0.9510565996170044
237,1750583533.237,2025-06-22 11:12:13.237000,0,-0.8090148568153381
238,1750583533.238,2025-06-22 11:12:13.238000,0,-0.5877853035926819
239,1750583533.239,2025-06-22 11:12:13.239000,0,-0.3090205490589142
240,1750583533.24,2025-06-22 11:12:13.240000,0,1.9079809021604888e-07
241,1750583533.241,2025-06-22 11:12:13.241000,0,0.3090136647224426
242,1750583533.242,2025-06-22 11:12:13.242000,0,0.5877856016159058
243,1750583533.243,2025-06-22 11:12:13.243000,0,0.809015154838562
244,1750583533.244,2025-06-22 11:12:13.244000,0,0.9510567784309387
245,1750583533.245,2025-06-22 11:12:13.245000,0,1.0
246,1750583533.246,2025-06-22 11:12:13.246000,0,0.951056182384491
247,1750583533.247,2025-06-22 11:12:13.247000,0,0.8090185523033142
248,1750583533.248,2025-06-22 11:12:13.248000,0,0.5877842903137207
249,1750583533.249,2025-06-22 11:12:13.249000,0,0.3090193569660187
250,1750583533.25,2025-06-22 11:12:13.250000,0,-1.4703138049299014e-06
251,1750583533.251,2025-06-22 11:12:13.251000,0,-0.3090148866176605
252,1750583533.252,2025-06-22 11:12:13.252000,0,-0.5877866744995117
253,1750583533.253,2025-06-22 11:12:13.253000,0,-0.8090158700942993
254,1750583533.254,2025-06-22 11:12:13.254000,0,-0.9510571360588074
255,1750583533.255,2025-06-22 11:12:13.255000,0,-1.0
256,1750583533.256,2025-06-22 11:12:13.256000,0,-0.9510558247566223
257,1750583533.257,2025-06-22 11:12:13.257000,0,-0.8090178370475769
258,1750583533.258,2025-06-22 11:12:13.258000,0,-0.5877894163131714
259,1750583533.259,2025-06-22 11:12:13.259000,0,-0.3090181350708008
260,1750583533.26,2025-06-22 11:12:13.260000,0,-4.8795650400279555e-06
261,1750583533.261,2025-06-22 11:12:13.261000,0,0.3090161085128784
262,1750583533.262,2025-06-22 11:12:13.262000,0,0.5877814888954163
263,1750583533.263,2025-06-22 11:12:13.263000,0,0.8090210556983948
264,1750583533.264,2025-06-22 11:12:13.264000,0,0.951057493686676
265,1750583533.265,2025-06-22 11:12:13.265000,0,1.0
266,1750583533.266,2025-06-22 11:12:13.266000,0,0.9510554671287537
267,1750583533.267,2025-06-22 11:12:13.267000,0,0.8090171217918396
268,1750583533.268,2025-06-22 11:12:13.268000,0,0.5877822041511536
269,1750583533.269,2025-06-22 11:12:13.269000,0,0.3090169131755829
270,1750583533.27,2025-06-22 11:12:13.270000,0,-4.029345291201025e-06
271,1750583533.271,2025-06-22 11:12:13.271000,0,-0.3090173304080963
272,1750583533.272,2025-06-22 11:12:13.272000,0,-0.5877887010574341
273,1750583533.273,2025-06-22 11:12:13.273000,0,-0.8090173602104187
274,1750583533.274,2025-06-22 11:12:13.274000,0,-0.9510555863380432
275,1750583533.275,2025-06-22 11:12:13.275000,0,-1.0
276,1750583533.276,2025-06-22 11:12:13.276000,0,-0.9510573744773865
277,1750583533.277,2025-06-22 11:12:13.277000,0,-0.8090162873268127
278,1750583533.278,2025-06-22 11:12:13.278000,0,-0.5877873301506042
279,1750583533.279,2025-06-22 11:12:13.279000,0,-0.309015691280365
280,1750583533.28,2025-06-22 11:12:13.280000,0,-2.3205336674436694e-06
281,1750583533.281,2025-06-22 11:12:13.281000,0,0.3090112805366516
282,1750583533.282,2025-06-22 11:12:13.282000,0,0.5877835750579834
283,1750583533.283,2025-06-22 11:12:13.283000,0,0.8090136051177979
284,1750583533.284,2025-06-22 11:12:13.284000,0,0.9510583281517029
285,1750583533.285,2025-06-22 11:12:13.285000,0,1.0
286,1750583533.286,2025-06-22 11:12:13.286000,0,0.9510546326637268
287,1750583533.287,2025-06-22 11:12:13.287000,0,0.8090155720710754
288,1750583533.288,2025-06-22 11:12:13.288000,0,0.5877863168716431
289,1750583533.289,2025-06-22 11:12:13.289000,0,0.3090144693851471
290,1750583533.29,2025-06-22 11:12:13.290000,0,1.041018094838364e-06
291,1750583533.291,2025-06-22 11:12:13.291000,0,-0.3090197443962097
292,1750583533.292,2025-06-22 11:12:13.292000,0,-0.5877845883369446
293,1750583533.293,2025-06-22 11:12:13.293000,0,-0.8090188503265381
294,1750583533.294,2025-06-22 11:12:13.294000,0,-0.9510563611984253
295,1750583533.295,2025-06-22 11:12:13.295000,0,-1.0
296,1750583533.296,2025-06-22 11:12:13.296000,0,-0.9510565996170044
297,1750583533.297,2025-06-22 11:12:13.297000,0,-0.8090193271636963
298,1750583533.298,2025-06-22 11:12:13.298000,0,-0.5877852439880371
299,1750583533.299,2025-06-22 11:12:13.299000,0,-0.3090205192565918
300,1750583533.3,2025-06-22 11:12:13.300000,0,2.3849761987548845e-07
301,1750583533.301,2025-06-22 11:12:13.301000,0,0.3090137243270874
302,1750583533.302,2025-06-22 11:12:13.302000,0,0.5877794623374939
303,1750583533.303,2025-06-22 11:12:13.303000,0,0.8090196251869202
304,1750583533.304,2025-06-22 11:12:13.304000,0,0.9510543942451477
305,1750583533.305,2025-06-22 11:12:13.305000,0,1.0
306,1750583533.306,2025-06-22 11:12:13.306000,0,0.951056182384491
307,1750583533.307,2025-06-22 11:12:13.307000,0,0.809014081954956
308,1750583533.308,2025-06-22 11:12:13.308000,0,0.5877842307090759
309,1750583533.309,2025-06-22 11:12:13.309000,0,0.3090192973613739
310,1750583533.31,2025-06-22 11:12:13.310000,0,-1.518013277745922e-06
311,1750583533.311,2025-06-22 11:12:13.311000,0,-0.3090149164199829
312,1750583533.312,2025-06-22 11:12:13.312000,0,-0.5877866744995117
313,1750583533.313,2025-06-22 11:12:13.313000,0,-0.8090158700942993
314,1750583533.314,2025-06-22 11:12:13.314000,0,-0.9510571360588074
315,1750583533.315,2025-06-22 11:12:13.315000,0,-1.0
316,1750583533.316,2025-06-22 11:12:13.316000,0,-0.9510558247566223
317,1750583533.317,2025-06-22 11:12:13.317000,0,-0.8090178370475769
318,1750583533.318,2025-06-22 11:12:13.318000,0,-0.5877893567085266
319,1750583533.319,2025-06-22 11:12:13.319000,0,-0.309018075466156
320,1750583533.32,2025-06-22 11:12:13.320000,0,-4.8318656808987726e-06
321,1750583533.321,2025-06-22 11:12:13.321000,0,0.3090234100818634
322,1750583533.322,2025-06-22 11:12:13.322000,0,0.587781548500061
323,1750583533.323,2025-06-22 11:12:13.323000,0,0.8090210556983948
324,1750583533.324,2025-06-22 11:12:13.324000,0,0.951057493686676
325,1750583533.325,2025-06-22 11:12:13.325000,0,1.0
326,1750583533.326,2025-06-22 11:12:13.326000,0,0.9510554075241089
327,1750583533.327,2025-06-22 11:12:13.327000,0,0.8090170621871948
328,1750583533.328,2025-06-22 11:12:13.328000,0,0.5877821445465088
329,1750583533.329,2025-06-22 11:12:13.329000,0,0.3090168535709381
330,1750583533.33,2025-06-22 11:12:13.330000,0,-4.077044650330208e-06
331,1750583533.331,2025-06-22 11:12:13.331000,0,-0.3090173602104187
332,1750583533.332,2025-06-22 11:12:13.332000,0,-0.5877825617790222
333,1750583533.333,2025-06-22 11:12:13.333000,0,-0.8090173602104187
334,1750583533.334,2025-06-22 11:12:13.334000,0,-0.9510555863380432
335,1750583533.335,2025-06-22 11:12:13.335000,0,-1.0
336,1750583533.336,2025-06-22 11:12:13.336000,0,-0.9510573744773865
337,1750583533.337,2025-06-22 11:12:13.337000,0,-0.8090162873268127
338,1750583533.338,2025-06-22 11:12:13.338000,0,-0.5877872705459595
339,1750583533.339,2025-06-22 11:12:13.339000,0,-0.3090229034423828
340,1750583533.34,2025-06-22 11:12:13.340000,0,-2.2728343083144864e-06
341,1750583533.341,2025-06-22 11:12:13.341000,0,0.3090113401412964
342,1750583533.342,2025-06-22 11:12:13.342000,0,0.58778977394104
343,1750583533.343,2025-06-22 11:12:13.343000,0,0.8090181350708008
344,1750583533.344,2025-06-22 11:12:13.344000,0,0.9510583281517029
345,1750583533.345,2025-06-22 11:12:13.345000,0,1.0
346,1750583533.346,2025-06-22 11:12:13.346000,0,0.9510570168495178
347,1750583533.347,2025-06-22 11:12:13.347000,0,0.8090155720710754
348,1750583533.348,2025-06-22 11:12:13.348000,0,0.5877862572669983
349,1750583533.349,2025-06-22 11:12:13.349000,0,0.3090144395828247
350,1750583533.35,2025-06-22 11:12:13.350000,0,9.933185083355056e-07
351,1750583533.351,2025-06-22 11:12:13.351000,0,-0.3090198040008545
352,1750583533.352,2025-06-22 11:12:13.352000,0,-0.5877846479415894
353,1750583533.353,2025-06-22 11:12:13.353000,0,-0.8090143799781799
354,1750583533.354,2025-06-22 11:12:13.354000,0,-0.9510563611984253
355,1750583533.355,2025-06-22 11:12:13.355000,0,-1.0
356,1750583533.356,2025-06-22 11:12:13.356000,0,-0.9510565996170044
357,1750583533.357,2025-06-22 11:12:13.357000,0,-0.8090193271636963
358,1750583533.358,2025-06-22 11:12:13.358000,0,-0.5877852439880371
359,1750583533.359,2025-06-22 11:12:13.359000,0,-0.309020459651947
360,1750583533.36,2025-06-22 11:12:13.360000,0,7.9155915955198e-06
361,1750583533.361,2025-06-22 11:12:13.361000,0,0.3090210258960724
362,1750583533.362,2025-06-22 11:12:13.362000,0,0.5877795219421387
363,1750583533.363,2025-06-22 11:12:13.363000,0,0.8090196251869202
364,1750583533.364,2025-06-22 11:12:13.364000,0,0.9510567784309387
365,1750583533.365,2025-06-22 11:12:13.365000,0,1.0
366,1750583537.0,2025-06-22 11:12:17.000000,1,0.0
367,1750583537.001,2025-06-22 11:12:17.001000,1,0.30901700258255005
368,1750583537.002,2025-06-22 11:12:17.002000,1,0.5877852439880371
369,1750583537.003,2025-06-22 11:12:17.003000,1,0.80901700258255
370,1750583537.004,2025-06-22 11:12:17.004000,1,0.9510565400123596
371,1750583537.005,2025-06-22 11:12:17.005000,1,1.0
372,1750583537.006,2025-06-22 11:12:17.006000,1,0.9510564804077148
373,1750583537.007,2025-06-22 11:12:17.007000,1,0.8090168833732605
374,1750583537.008,2025-06-22 11:12:17.008000,1,0.5877851843833923
375,1750583537.009,2025-06-22 11:12:17.009000,1,0.30901703238487244
376,1750583537.01,2025-06-22 11:12:17.010000,1,1.5099580252808664e-07
377,1750583537.011,2025-06-22 11:12:17.011000,1,-0.30901697278022766
378,1750583537.012,2025-06-22 11:12:17.012000,1,-0.5877853631973267
379,1750583537.013,2025-06-22 11:12:17.013000,1,-0.8090171217918396
380,1750583537.014,2025-06-22 11:12:17.014000,1,-0.9510565996170044
381,1750583537.015,2025-06-22 11:12:17.015000,1,-1.0
382,1750583537.016,2025-06-22 11:12:17.016000,1,-0.9510564804077148
383,1750583537.017,2025-06-22 11:12:17.017000,1,-0.8090168237686157
384,1750583537.018,2025-06-22 11:12:17.018000,1,-0.5877853035926819
